premise,hypothesis,gold_label,pred_label
"An arresting one occurs in A Passage to India (Chapter XXI) in which Forster describes a small building as  a flimsy and frivolous erection,  while in The Mayor of Casterbridge (Chapter XVI) the Mayor himself  beheld the unattractive exterior of Farfrae's erection. ","In ""A Passage to India"" buildings are described as erections.",entailment,entailment
Junn Quechua children have diculty with false-belief tasks for years after children in industrialized nations have mastered them.,Junn Quechua children have more trouble with false-belief tasks than industrialized nation's children.,entailment,neutral
"This is demonstrated in a variety of  a shared literacy and the assumptions and biases that go with it; an awareness of what books are for; consciousness and use of innumerable cultural allusions and educated idioms; and a relative ease in reading a periodical called VERBATIM, with sections called OBITER DICTA and EPISTOLAE.",VERBATIM is a highly popular periodical amongst the educated communities.,neutral,neutral
 Why are horse and cow lying down? Kevin asked.,Kevin asked why the horse and cow are lying down.,entailment,entailment
I would enjoy meeting with you and hearing how the School of Engineering and Technology has affected your life.,I would like you to express your opinion of how the Business department has changed your life,contradiction,contradiction
"Chapter 10 considers how new human resource practices that allow for short-cycle production, in concert with the use of information technology, can positively affect the performance of suppliers.",There can be a positive influence on the performance of suppliers with the use of new human resource practices.,entailment,entailment
"The business grew and eventually, he was helping thousands nationwide.",The business increased in size to the point where he could help thousands throughout the world. ,entailment,entailment
"Although self-regulation improves gradually throughout childhood and adolescence, early childhood is a crucial period for its development'a time when children learn to overcome impulses by thinking before they act.",Early childhood is not a crucial period for children's development at all.,contradiction,contradiction
No finer education is available-anywhere.,No finer education is available anywhere because we are the only school that does certain things. ,neutral,neutral
"Elbert, I just want to ask you uh, some questions about your experience with uh, stories.",I need to know about your experience with film. ,contradiction,neutral
I have nobody here to guide me.,"I don't have anyone to help me, here. ",entailment,entailment
"They enabled the passengers to gain critical information, including the news that two aircraft had slammed into the World Trade Center.",The news that two aircraft had slammed into the World Trade Center became available to the passengers.,entailment,entailment
